id;settings;time;tree
458;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_2_partition_3', 'test-file': 'test/generated_dataset_05000_1_50_2_partition_3', 'core-file': 'generated_dataset_05000_1_50_2'};16.131;[lambda x: x['F2'] > 0.6474734497457627,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.35515210786196305,[3.314963],[lambda x: x['F1'] > 0.8581615278834174,[0.906051],[0.52234]]],[lambda x: x["F3"],[lambda x: x['F0'] > 0.7431208912871987,[1.103978],[0.12416]],[lambda x: x['F0'] > 0.6419839903723119,[0.652143],[1.263013]]]],[lambda x: x['F0'] > 0.7431208912871987,[lambda x: x['F0'] > 0.2610918551558099,[lambda x: x['F4'] == 'Y',[0.364066],[0.902795]],[lambda x: x['F4'] == 'Z',[0.83736],[1.327231]]],[lambda x: x['F5'] == 'D',[lambda x: x['F0'] > 0.8429245795507008,[1.801617],[0.638621]],[0.386141]]]]
459;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_2_partition_4', 'test-file': 'test/generated_dataset_05000_1_50_2_partition_4', 'core-file': 'generated_dataset_05000_1_50_2'};15.713;[lambda x: x['F2'] > 0.6474734497457627,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.45201829361708673,[lambda x: x['F1'] > 0.35515210786196305,[3.226824],[1.328873]],[lambda x: x['F1'] > 0.9501274862319695,[0.801019],[0.365274]]],[lambda x: x["F3"],[lambda x: x['F0'] > 0.7431208912871987,[1.118544],[0.143063]],[lambda x: x['F0'] > 0.5485936087244984,[0.644864],[1.127346]]]],[lambda x: x['F0'] > 0.7431208912871987,[lambda x: x['F0'] > 0.2610918551558099,[lambda x: x['F4'] == 'Y',[0.304565],[0.9498]],[lambda x: x['F4'] == 'Z',[0.807275],[1.330256]]],[lambda x: x['F5'] == 'D',[lambda x: x['F0'] > 0.8429245795507008,[1.682795],[0.621367]],[0.33142]]]]
460;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_3_partition_0', 'test-file': 'test/generated_dataset_05000_1_50_3_partition_0', 'core-file': 'generated_dataset_05000_1_50_3'};17.228;[lambda x: x['F1'] > 0.24807796962976952,[lambda x: x['F0'] > 0.449346083103169,[0.645118],[lambda x: x['F4'] == 'Y',[2.259984],[0.511077]]],[lambda x: x['F1'] > 0.9560838159228275,[lambda x: x['F0'] > 0.449346083103169,[0.70472],[lambda x: x['F5'] == 'E',[1.081342],[3.482675]]],[lambda x: x['F4'] == 'Y',[0.903586],[lambda x: x['F5'] == 'E',[1.974225],[9.339159]]]]]
461;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_3_partition_1', 'test-file': 'test/generated_dataset_05000_1_50_3_partition_1', 'core-file': 'generated_dataset_05000_1_50_3'};16.114;[lambda x: x['F0'] > 0.449346083103169,[0.683662],[lambda x: x['F1'] > 0.24807796962976952,[lambda x: x['F4'] == 'Y',[2.094602],[0.571117]],[lambda x: x['F5'] == 'E',[1.115421],[3.364052]]]]
462;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_3_partition_2', 'test-file': 'test/generated_dataset_05000_1_50_3_partition_2', 'core-file': 'generated_dataset_05000_1_50_3'};15.986;[lambda x: x['F0'] > 0.449346083103169,[lambda x: x['F1'] > 0.748446975341955,[0.649563],[0.858219]],[lambda x: x['F1'] > 0.24807796962976952,[lambda x: x['F4'] == 'Y',[2.126069],[0.627054]],[lambda x: x['F5'] == 'E',[1.088136],[3.027496]]]]
463;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_3_partition_3', 'test-file': 'test/generated_dataset_05000_1_50_3_partition_3', 'core-file': 'generated_dataset_05000_1_50_3'};17.861;[lambda x: x['F0'] > 0.449346083103169,[0.689829],[lambda x: x['F1'] > 0.9560838159228275,[lambda x: x['F1'] > 0.24807796962976952,[lambda x: x['F4'] == 'Y',[2.279425],[0.520866]],[lambda x: x['F5'] == 'E',[1.10047],[3.166298]]],[lambda x: x['F4'] == 'Y',[0.872192],[3.174846]]]]
464;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_3_partition_4', 'test-file': 'test/generated_dataset_05000_1_50_3_partition_4', 'core-file': 'generated_dataset_05000_1_50_3'};16.181;[lambda x: x['F0'] > 0.449346083103169,[0.684957],[lambda x: x['F1'] > 0.24807796962976952,[lambda x: x['F4'] == 'Y',[2.325137],[0.557484]],[lambda x: x['F5'] == 'E',[1.085175],[3.441175]]]]
465;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_4_partition_0', 'test-file': 'test/generated_dataset_05000_1_50_4_partition_0', 'core-file': 'generated_dataset_05000_1_50_4'};18.092;[lambda x: x['F0'] > 0.548322097871581,[lambda x: x['F5'] == 'A',[lambda x: x['F5'] == 'E',[lambda x: x['F2'] > 0.2484965446411459,[0.567179],[1.193687]],[0.543602]],[lambda x: x['F0'] > 0.34278644334544023,[lambda x: x['F4'] == 'X',[1.762182],[0.749656]],[lambda x: x['F2'] > 0.9416441317651483,[0.154508],[2.138186]]]],[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.1495961126089833,[1.374219],[lambda x: x["F3"],[0.816368],[1.609557]]],[lambda x: x['F1'] > 0.8520518147531182,[0.928467],[lambda x: x['F2'] > 0.7405631786150032,[5.051355],[259.019642]]]]]
466;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_4_partition_1', 'test-file': 'test/generated_dataset_05000_1_50_4_partition_1', 'core-file': 'generated_dataset_05000_1_50_4'};17.981;[lambda x: x['F5'] == 'A',[lambda x: x['F0'] > 0.548322097871581,[lambda x: x['F2'] > 0.2484965446411459,[0.534146],[lambda x: x['F5'] == 'E',[1.183628],[0.579823]]],[lambda x: x["F3"],[0.917444],[1.626679]]],[lambda x: x['F0'] > 0.34278644334544023,[lambda x: x['F4'] == 'X',[1.747284],[0.768427]],[lambda x: x['F0'] > 0.548322097871581,[0.197854],[lambda x: x['F1'] > 0.8520518147531182,[0.877216],[5.041907]]]]]
467;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_4_partition_2', 'test-file': 'test/generated_dataset_05000_1_50_4_partition_2', 'core-file': 'generated_dataset_05000_1_50_4'};18.097;[lambda x: x['F0'] > 0.548322097871581,[lambda x: x['F5'] == 'A',[lambda x: x['F5'] == 'E',[lambda x: x['F2'] > 0.2484965446411459,[0.553532],[1.231218]],[0.532199]],[lambda x: x['F0'] > 0.34278644334544023,[lambda x: x['F4'] == 'X',[1.770681],[0.745151]],[0.185526]]],[lambda x: x['F5'] == 'A',[lambda x: x["F3"],[0.855535],[1.500469]],[lambda x: x['F1'] > 0.8520518147531182,[1.015205],[5.731446]]]]
468;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_4_partition_3', 'test-file': 'test/generated_dataset_05000_1_50_4_partition_3', 'core-file': 'generated_dataset_05000_1_50_4'};18.102;[lambda x: x['F0'] > 0.548322097871581,[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.2484965446411459,[0.558093],[lambda x: x['F5'] == 'E',[1.24217],[0.49793]]],[lambda x: x['F0'] > 0.34278644334544023,[lambda x: x['F4'] == 'X',[1.721901],[0.801545]],[0.223534]]],[lambda x: x['F5'] == 'A',[lambda x: x["F3"],[0.890756],[1.499596]],[lambda x: x['F1'] > 0.8520518147531182,[0.947614],[6.075573]]]]
469;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_50_4_partition_4', 'test-file': 'test/generated_dataset_05000_1_50_4_partition_4', 'core-file': 'generated_dataset_05000_1_50_4'};18.094;[lambda x: x['F0'] > 0.548322097871581,[lambda x: x['F5'] == 'A',[lambda x: x['F5'] == 'E',[lambda x: x['F2'] > 0.2484965446411459,[0.609236],[1.196657]],[0.495473]],[lambda x: x['F0'] > 0.34278644334544023,[lambda x: x['F4'] == 'X',[1.795864],[0.774822]],[0.217645]]],[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.1495961126089833,[1.424278],[lambda x: x["F3"],[0.801238],[1.63932]]],[lambda x: x['F1'] > 0.8520518147531182,[0.982682],[5.713586]]]]
470;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_0_partition_0', 'test-file': 'test/generated_dataset_05000_1_80_0_partition_0', 'core-file': 'generated_dataset_05000_1_80_0'};14.231;[lambda x: x['F2'] > 0.9467726325749359,[lambda x: x['F1'] > 0.4502212948173104,[lambda x: x['F1'] > 0.3516568566142336,[0.592063],[lambda x: x['F4'] == 'Z',[0.309027],[3.61016]]],[lambda x: x['F4'] == 'Z',[0.00631],[lambda x: x['F0'] > 0.9495944308488673,[6.170583],[2.653231]]]],[0.908601]]
471;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_0_partition_1', 'test-file': 'test/generated_dataset_05000_1_80_0_partition_1', 'core-file': 'generated_dataset_05000_1_80_0'};14.359;[lambda x: x['F2'] > 0.9467726325749359,[lambda x: x['F1'] > 0.4502212948173104,[lambda x: x['F1'] > 0.3516568566142336,[0.571127],[lambda x: x['F4'] == 'Z',[0.300145],[3.61252]]],[lambda x: x['F4'] == 'Z',[0.00657],[lambda x: x['F0'] > 0.9495944308488673,[6.29934],[1.460513]]]],[0.942029]]
472;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_0_partition_2', 'test-file': 'test/generated_dataset_05000_1_80_0_partition_2', 'core-file': 'generated_dataset_05000_1_80_0'};14.014;[lambda x: x['F2'] > 0.9467726325749359,[lambda x: x['F1'] > 0.4502212948173104,[lambda x: x['F1'] > 0.3516568566142336,[0.565327],[lambda x: x['F4'] == 'Z',[0.288134],[3.767305]]],[lambda x: x['F4'] == 'Z',[0.009457],[lambda x: x['F0'] > 0.9495944308488673,[6.430344],[1.944881]]]],[0.805301]]
473;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_0_partition_3', 'test-file': 'test/generated_dataset_05000_1_80_0_partition_3', 'core-file': 'generated_dataset_05000_1_80_0'};13.714;[lambda x: x['F2'] > 0.9467726325749359,[lambda x: x['F1'] > 0.4502212948173104,[lambda x: x['F1'] > 0.3516568566142336,[0.588333],[lambda x: x['F4'] == 'Z',[0.338704],[3.709981]]],[lambda x: x['F4'] == 'Z',[0.009605],[lambda x: x['F0'] > 0.9495944308488673,[6.322952],[1.448323]]]],[0.886718]]
474;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_0_partition_4', 'test-file': 'test/generated_dataset_05000_1_80_0_partition_4', 'core-file': 'generated_dataset_05000_1_80_0'};12.021;[lambda x: x['F1'] > 0.4502212948173104,[lambda x: x['F1'] > 0.3516568566142336,[0.59425],[lambda x: x['F4'] == 'Z',[0.365977],[3.661726]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.9467726325749359,[0.006376],[0.513056]],[lambda x: x['F0'] > 0.9495944308488673,[6.088539],[1.995496]]]]
475;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_1_partition_0', 'test-file': 'test/generated_dataset_05000_1_80_1_partition_0', 'core-file': 'generated_dataset_05000_1_80_1'};16.64;[lambda x: x['F1'] > 0.04959428528257409,[lambda x: x['F2'] > 0.854114618222602,[lambda x: x["F3"],[0.107912],[1.207671]],[3.648005]],[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14583380727005818,[lambda x: x['F4'] == 'Z',[4.894409],[0.085338]],[lambda x: x['F5'] == 'D',[0.403475],[1.467667]]],[lambda x: x['F2'] > 0.34972901852445193,[lambda x: x['F5'] == 'B',[1.307306],[3.412659]],[lambda x: x["F3"],[3.987614],[0.091553]]]]]
476;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_1_partition_1', 'test-file': 'test/generated_dataset_05000_1_80_1_partition_1', 'core-file': 'generated_dataset_05000_1_80_1'};16.25;[lambda x: x['F1'] > 0.04959428528257409,[lambda x: x['F2'] > 0.854114618222602,[lambda x: x["F3"],[0.237862],[1.655669]],[2.850292]],[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14583380727005818,[lambda x: x['F4'] == 'Z',[4.803938],[0.045015]],[lambda x: x['F5'] == 'D',[0.385331],[1.502373]]],[lambda x: x['F2'] > 0.34972901852445193,[lambda x: x['F5'] == 'B',[1.238315],[3.532362]],[lambda x: x["F3"],[3.755807],[0.088732]]]]]
477;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_1_partition_2', 'test-file': 'test/generated_dataset_05000_1_80_1_partition_2', 'core-file': 'generated_dataset_05000_1_80_1'};16.717;[lambda x: x['F1'] > 0.04959428528257409,[0.995843],[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14583380727005818,[lambda x: x['F4'] == 'Z',[4.982744],[0.067993]],[lambda x: x['F5'] == 'D',[0.382072],[1.399184]]],[lambda x: x['F2'] > 0.44922966804221975,[lambda x: x['F5'] == 'B',[1.278307],[3.790978]],[lambda x: x["F3"],[4.31154],[0.039038]]]]]
478;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_1_partition_3', 'test-file': 'test/generated_dataset_05000_1_80_1_partition_3', 'core-file': 'generated_dataset_05000_1_80_1'};16.39;[lambda x: x['F1'] > 0.04959428528257409,[lambda x: x['F2'] > 0.9494210681129749,[lambda x: x["F3"],[0.347152],[1.545031]],[9.476983]],[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14583380727005818,[lambda x: x['F4'] == 'Y',[0.096783],[5.186491]],[lambda x: x['F5'] == 'D',[0.375714],[1.400843]]],[lambda x: x['F2'] > 0.34972901852445193,[lambda x: x['F5'] == 'B',[1.367003],[3.660278]],[lambda x: x["F3"],[3.702607],[0.080587]]]]]
479;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_1_partition_4', 'test-file': 'test/generated_dataset_05000_1_80_1_partition_4', 'core-file': 'generated_dataset_05000_1_80_1'};17.172;[lambda x: x['F1'] > 0.04959428528257409,[0.990417],[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14583380727005818,[lambda x: x['F4'] == 'Z',[4.704425],[0.067337]],[lambda x: x['F5'] == 'D',[0.389276],[1.521602]]],[lambda x: x['F2'] > 0.34972901852445193,[lambda x: x['F5'] == 'B',[1.19823],[4.250961]],[lambda x: x["F3"],[4.01676],[0.091812]]]]]
480;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_2_partition_0', 'test-file': 'test/generated_dataset_05000_1_80_2_partition_0', 'core-file': 'generated_dataset_05000_1_80_2'};16.289;[lambda x: x['F1'] > 0.45822374633512375,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.9520377771283481,[0.733048],[0.033384]],[2.929529]],[lambda x: x['F0'] > 0.4514681203407953,[lambda x: x["F3"],[0.034993],[lambda x: x['F0'] > 0.2551875848721099,[2.316394],[0.28316]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.147719],[1.004942]],[4.518504]]]]
481;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_2_partition_1', 'test-file': 'test/generated_dataset_05000_1_80_2_partition_1', 'core-file': 'generated_dataset_05000_1_80_2'};17.043;[lambda x: x['F1'] > 0.45822374633512375,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.9520377771283481,[0.737078],[0.034692]],[3.046383]],[lambda x: x['F0'] > 0.4514681203407953,[lambda x: x["F3"],[0.06193],[lambda x: x['F0'] > 0.2551875848721099,[2.117014],[0.250692]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.12699],[1.001529]],[4.110121]]]]
482;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_2_partition_2', 'test-file': 'test/generated_dataset_05000_1_80_2_partition_2', 'core-file': 'generated_dataset_05000_1_80_2'};19.214;[lambda x: x['F1'] > 0.45822374633512375,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.9520377771283481,[0.760237],[0.039986]],[3.009339]],[lambda x: x['F0'] > 0.4514681203407953,[lambda x: x["F3"],[0.059542],[lambda x: x['F0'] > 0.2551875848721099,[2.165639],[0.300544]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.110361],[0.960873]],[lambda x: x["F3"],[5.69865],[2.969166]]]]]
483;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_2_partition_3', 'test-file': 'test/generated_dataset_05000_1_80_2_partition_3', 'core-file': 'generated_dataset_05000_1_80_2'};16.175;[lambda x: x['F1'] > 0.45822374633512375,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.9520377771283481,[lambda x: x['F0'] > 0.6550664613666621,[0.660375],[1.039976]],[0.034028]],[2.786887]],[lambda x: x['F0'] > 0.4514681203407953,[lambda x: x["F3"],[0.034868],[lambda x: x['F0'] > 0.2551875848721099,[2.300797],[0.215712]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.127641],[0.930895]],[4.332013]]]]
484;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_2_partition_4', 'test-file': 'test/generated_dataset_05000_1_80_2_partition_4', 'core-file': 'generated_dataset_05000_1_80_2'};16.489;[lambda x: x['F1'] > 0.45822374633512375,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.9520377771283481,[0.696117],[0.03811]],[2.996604]],[lambda x: x['F0'] > 0.4514681203407953,[lambda x: x["F3"],[0.053292],[lambda x: x['F0'] > 0.2551875848721099,[2.18301],[0.277081]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.097474],[0.979051]],[4.149045]]]]
485;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_3_partition_0', 'test-file': 'test/generated_dataset_05000_1_80_3_partition_0', 'core-file': 'generated_dataset_05000_1_80_3'};15.706;[lambda x: x['F2'] > 0.5425500492873466,[lambda x: x['F1'] > 0.2541648263009114,[lambda x: x['F1'] > 0.15571482126515324,[0.012701],[2.355617]],[lambda x: x['F0'] > 0.7504271865122372,[lambda x: x['F0'] > 0.6515985103205497,[2.254157],[0.814084]],[lambda x: x['F2'] > 0.24780533859047643,[0.116083],[0.008433]]]],[lambda x: x['F2'] > 0.7438688866724558,[lambda x: x['F0'] > 0.5505259563293763,[lambda x: x['F5'] == 'E',[1.560724],[0.654405]],[0.872171]],[lambda x: x['F1'] > 0.6494145837591555,[lambda x: x['F1'] > 0.4532050510682219,[0.329332],[0.991156]],[lambda x: x['F5'] == 'E',[0.061019],[1.603321]]]]]
486;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_3_partition_1', 'test-file': 'test/generated_dataset_05000_1_80_3_partition_1', 'core-file': 'generated_dataset_05000_1_80_3'};17.613;[lambda x: x['F2'] > 0.5425500492873466,[lambda x: x['F1'] > 0.2541648263009114,[lambda x: x['F1'] > 0.15571482126515324,[0.012853],[2.152514]],[lambda x: x['F0'] > 0.7504271865122372,[lambda x: x['F0'] > 0.6515985103205497,[2.342267],[0.861146]],[0.050079]]],[lambda x: x['F2'] > 0.7438688866724558,[lambda x: x['F0'] > 0.5505259563293763,[1.470821],[0.866269]],[lambda x: x['F1'] > 0.6494145837591555,[lambda x: x['F1'] > 0.4532050510682219,[0.21716],[0.984145]],[lambda x: x['F5'] == 'E',[0.062026],[1.688873]]]]]
487;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_3_partition_2', 'test-file': 'test/generated_dataset_05000_1_80_3_partition_2', 'core-file': 'generated_dataset_05000_1_80_3'};15.637;[lambda x: x['F2'] > 0.5425500492873466,[lambda x: x['F1'] > 0.2541648263009114,[lambda x: x['F1'] > 0.15571482126515324,[lambda x: x['F0'] > 0.05745121191841823,[0.263555],[0.006732]],[lambda x: x['F4'] == 'Y',[2.783521],[1.533606]]],[lambda x: x['F0'] > 0.7504271865122372,[lambda x: x['F0'] > 0.6515985103205497,[2.272042],[0.896611]],[lambda x: x['F2'] > 0.14834101661527688,[0.20615],[0.013247]]]],[lambda x: x['F2'] > 0.7438688866724558,[lambda x: x['F4'] == 'Z',[lambda x: x['F0'] > 0.3602591091687558,[1.498686],[0.904534]],[lambda x: x['F0'] > 0.7504271865122372,[1.667018],[0.394679]]],[lambda x: x['F1'] > 0.6494145837591555,[lambda x: x['F1'] > 0.4532050510682219,[0.32191],[0.788046]],[lambda x: x['F5'] == 'E',[0.043404],[2.292848]]]]]
488;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_3_partition_3', 'test-file': 'test/generated_dataset_05000_1_80_3_partition_3', 'core-file': 'generated_dataset_05000_1_80_3'};15.72;[lambda x: x['F2'] > 0.5425500492873466,[lambda x: x['F1'] > 0.2541648263009114,[lambda x: x['F1'] > 0.15571482126515324,[0.00644],[lambda x: x['F0'] > 0.2579502598734198,[1.184901],[2.659955]]],[lambda x: x['F0'] > 0.7504271865122372,[lambda x: x['F0'] > 0.6515985103205497,[2.303751],[0.942841]],[lambda x: x['F1'] > 0.6494145837591555,[0.010243],[0.099398]]]],[lambda x: x['F2'] > 0.7438688866724558,[lambda x: x['F2'] > 0.6413676682860983,[lambda x: x['F0'] > 0.7504271865122372,[1.600582],[0.28066]],[1.077908]],[lambda x: x['F1'] > 0.6494145837591555,[lambda x: x['F1'] > 0.4532050510682219,[0.324755],[0.909929]],[lambda x: x['F5'] == 'E',[0.029558],[1.441873]]]]]
489;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_3_partition_4', 'test-file': 'test/generated_dataset_05000_1_80_3_partition_4', 'core-file': 'generated_dataset_05000_1_80_3'};16.157;[lambda x: x['F2'] > 0.5425500492873466,[lambda x: x['F1'] > 0.2541648263009114,[lambda x: x['F1'] > 0.15571482126515324,[0.013226],[lambda x: x['F0'] > 0.2579502598734198,[1.110102],[2.683911]]],[lambda x: x['F0'] > 0.7504271865122372,[lambda x: x['F0'] > 0.6515985103205497,[2.295994],[0.888878]],[lambda x: x['F1'] > 0.6494145837591555,[0.0098],[0.141122]]]],[lambda x: x['F2'] > 0.7438688866724558,[lambda x: x['F2'] > 0.6413676682860983,[lambda x: x['F0'] > 0.7504271865122372,[1.48972],[0.458248]],[1.089977]],[lambda x: x['F1'] > 0.6494145837591555,[lambda x: x['F1'] > 0.4532050510682219,[0.322524],[0.870147]],[lambda x: x['F5'] == 'E',[0.045712],[1.525568]]]]]
490;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_4_partition_0', 'test-file': 'test/generated_dataset_05000_1_80_4_partition_0', 'core-file': 'generated_dataset_05000_1_80_4'};17.134;[lambda x: x['F0'] > 0.7544462049094505,[lambda x: x["F3"],[lambda x: x['F1'] > 0.5546412273710033,[lambda x: x['F2'] > 0.35008891737672193,[0.580212],[3.406611]],[lambda x: x['F2'] > 0.7450982958474919,[0.390398],[1.98405]]],[lambda x: x['F5'] == 'D',[lambda x: x['F1'] > 0.3449271825335785,[0.093583],[0.519969]],[lambda x: x['F4'] == 'Y',[2.782157],[1.179031]]]],[lambda x: x['F2'] > 0.44500406368962475,[lambda x: x['F2'] > 0.35008891737672193,[lambda x: x['F1'] > 0.6563292267512064,[1.256411],[2.41109]],[0.676429]],[lambda x: x['F2'] > 0.8501648250522645,[lambda x: x['F0'] > 0.8520914033019276,[0.504379],[0.00916]],[lambda x: x['F5'] == 'D',[2.250765],[0.121664]]]]]
491;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_4_partition_1', 'test-file': 'test/generated_dataset_05000_1_80_4_partition_1', 'core-file': 'generated_dataset_05000_1_80_4'};17.217;[lambda x: x['F0'] > 0.7544462049094505,[lambda x: x["F3"],[lambda x: x['F1'] > 0.5546412273710033,[lambda x: x['F2'] > 0.35008891737672193,[0.604751],[3.821165]],[lambda x: x['F2'] > 0.7450982958474919,[0.387825],[2.134674]]],[lambda x: x['F5'] == 'D',[lambda x: x['F1'] > 0.3449271825335785,[0.116655],[0.534974]],[lambda x: x['F4'] == 'Y',[2.432689],[1.111511]]]],[lambda x: x['F2'] > 0.44500406368962475,[lambda x: x['F2'] > 0.35008891737672193,[lambda x: x['F1'] > 0.5546412273710033,[1.01297],[2.072135]],[0.566854]],[lambda x: x['F2'] > 0.8501648250522645,[lambda x: x['F0'] > 0.8520914033019276,[0.354558],[0.009012]],[lambda x: x['F5'] == 'D',[2.016463],[0.135278]]]]]
492;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_05000_1_80_4_partition_2', 'test-file': 'test/generated_dataset_05000_1_80_4_partition_2', 'core-file': 'generated_dataset_05000_1_80_4'};17.26;[lambda x: x['F0'] > 0.7544462049094505,[lambda x: x["F3"],[lambda x: x['F1'] > 0.5546412273710033,[lambda x: x['F2'] > 0.35008891737672193,[0.637836],[3.466754]],[lambda x: x['F2'] > 0.6444617007454261,[0.33481],[1.753862]]],[lambda x: x['F5'] == 'D',[lambda x: x['F1'] > 0.3449271825335785,[0.068141],[0.446145]],[lambda x: x['F4'] == 'Y',[2.621672],[1.256471]]]],[lambda x: x['F2'] > 0.44500406368962475,[lambda x: x['F5'] == 'C',[lambda x: x['F1'] > 0.6563292267512064,[1.034908],[1.722145]],[lambda x: x['F2'] > 0.35008891737672193,[2.262016],[0.200035]]],[lambda x: x['F2'] > 0.8501648250522645,[lambda x: x['F0'] > 0.8520914033019276,[0.393047],[0.009048]],[lambda x: x['F5'] == 'D',[2.042683],[0.061731]]]]]
